,Gender,Race,Year,pct,CrimeType,Arrested,Frisked,Searched,HandCuff,PepperSpray,Firearm,Other,CEW,Stopped,Verbal,Summons
44091,Female,Other,2012,77,Weapon,0,2,0,0,0,0,0,0,2,0,0
44092,Male,Other,2012,77,Weapon,1,19,2,0,0,0,3,0,21,0,4
44093,Unknown,Other,2012,77,Weapon,0,3,0,0,0,0,0,0,4,0,1
44094,Female,White,2012,77,Weapon,1,2,0,1,0,0,0,0,5,0,0
44095,Male,White,2012,77,Weapon,1,39,6,1,0,0,7,0,49,0,4
4800,Female,Black,2012,78,Assault,0,0,0,0,0,0,0,0,4,0,0
4801,Male,Black,2012,78,Assault,3,24,4,7,0,0,11,0,55,0,1
4802,Unknown,Black,2012,78,Assault,0,0,0,0,0,0,0,0,1,0,0
4803,Female,Hispanic,2012,78,Assault,0,0,0,0,0,0,0,0,4,0,0
4804,Male,Hispanic,2012,78,Assault,3,9,1,2,0,0,1,0,34,0,2
4805,Unknown,Hispanic,2012,78,Assault,1,1,0,0,0,0,0,0,1,0,0
4806,Male,Other,2012,78,Assault,0,4,1,0,0,0,1,0,10,0,0
4807,Unknown,Other,2012,78,Assault,1,1,1,1,0,0,1,0,3,0,0
4808,Female,White,2012,78,Assault,0,1,0,0,0,0,0,0,4,0,2
4809,Male,White,2012,78,Assault,1,6,0,2,0,0,1,0,16,0,2
12165,Female,Black,2012,78,Other,1,1,0,0,0,0,0,0,13,0,0
12166,Male,Black,2012,78,Other,0,13,1,2,0,0,1,0,59,0,1
12167,Unknown,Black,2012,78,Other,0,0,0,0,0,0,0,0,4,0,0
12168,Female,Hispanic,2012,78,Other,0,0,0,0,0,0,0,0,8,0,0
12169,Male,Hispanic,2012,78,Other,4,9,3,2,0,0,2,0,70,0,0
12170,Male,Other,2012,78,Other,0,0,0,0,0,0,0,0,15,0,1
12171,Unknown,Other,2012,78,Other,0,1,0,0,0,0,0,0,6,0,1
12172,Female,White,2012,78,Other,0,0,0,0,0,0,0,0,8,0,1
12173,Male,White,2012,78,Other,1,4,1,2,0,0,0,0,56,0,0
19470,Female,Black,2012,78,Substance,0,1,0,0,0,0,0,0,9,0,2
19471,Male,Black,2012,78,Substance,3,27,7,0,0,0,3,0,64,0,4
19472,Female,Hispanic,2012,78,Substance,0,0,0,0,0,0,0,0,7,0,0
19473,Male,Hispanic,2012,78,Substance,7,48,9,2,0,0,8,0,87,0,4
19474,Unknown,Hispanic,2012,78,Substance,0,1,0,0,0,0,0,0,2,0,0
19475,Female,Other,2012,78,Substance,0,0,0,0,0,0,0,0,6,0,0
19476,Male,Other,2012,78,Substance,1,1,0,0,0,0,0,0,3,0,0
19477,Unknown,Other,2012,78,Substance,1,2,1,0,0,0,0,0,2,0,0
19478,Female,White,2012,78,Substance,0,0,0,0,0,0,0,0,7,0,2
19479,Male,White,2012,78,Substance,3,12,4,2,0,0,3,0,33,0,2
28219,Female,Black,2012,78,Theft,0,10,1,2,0,0,1,0,64,0,3
28220,Male,Black,2012,78,Theft,41,415,43,12,0,1,49,0,1021,0,25
28221,Unknown,Black,2012,78,Theft,2,7,1,0,0,0,0,0,19,0,0
28222,Female,Hispanic,2012,78,Theft,1,7,1,1,0,0,3,0,53,0,0
28223,Male,Hispanic,2012,78,Theft,11,267,16,2,0,0,17,0,664,0,11
28224,Unknown,Hispanic,2012,78,Theft,0,2,0,0,0,0,0,0,12,0,0
28225,Female,Other,2012,78,Theft,0,2,0,0,0,0,0,0,8,0,0
28226,Male,Other,2012,78,Theft,4,24,3,1,0,0,1,0,115,0,2
28227,Unknown,Other,2012,78,Theft,0,11,0,1,0,0,1,0,48,0,0
28228,Female,White,2012,78,Theft,1,0,0,0,0,0,0,0,33,0,2
28229,Male,White,2012,78,Theft,1,57,3,2,0,0,4,0,258,0,10
28230,Unknown,White,2012,78,Theft,0,1,0,0,0,0,0,0,3,0,0
36467,Female,Black,2012,78,Tresspass,0,1,0,0,0,0,0,0,7,0,0
36468,Male,Black,2012,78,Tresspass,2,17,3,1,0,0,3,0,55,0,0
36469,Unknown,Black,2012,78,Tresspass,0,0,0,0,0,0,0,0,1,0,0
36470,Female,Hispanic,2012,78,Tresspass,1,1,0,0,0,0,0,0,3,0,0
36471,Male,Hispanic,2012,78,Tresspass,0,8,1,1,0,0,2,0,29,0,0
36472,Male,Other,2012,78,Tresspass,0,1,0,0,0,0,0,0,2,0,0
36473,Unknown,Other,2012,78,Tresspass,0,1,0,0,0,0,0,0,2,0,0
36474,Female,White,2012,78,Tresspass,0,0,0,0,0,0,0,0,7,0,0
36475,Male,White,2012,78,Tresspass,0,1,1,0,0,0,0,0,6,0,0
44197,Female,Black,2012,78,Weapon,1,3,1,1,0,0,0,0,11,0,1
44198,Male,Black,2012,78,Weapon,0,105,24,6,0,1,18,0,133,0,16
44199,Unknown,Black,2012,78,Weapon,0,2,0,0,0,0,1,0,2,0,0
44200,Female,Hispanic,2012,78,Weapon,0,1,0,0,0,0,0,0,4,0,0
44201,Male,Hispanic,2012,78,Weapon,3,62,12,0,0,0,10,0,84,0,4
44202,Unknown,Hispanic,2012,78,Weapon,0,2,0,0,0,0,0,0,3,0,0
44203,Female,Other,2012,78,Weapon,0,0,0,0,0,0,0,0,1,0,0
44204,Male,Other,2012,78,Weapon,0,7,1,0,0,0,0,0,9,0,1
44205,Unknown,Other,2012,78,Weapon,0,2,0,0,0,0,0,0,2,0,0
44206,Female,White,2012,78,Weapon,0,1,1,0,0,0,0,0,1,0,0
44207,Male,White,2012,78,Weapon,1,23,8,0,0,0,2,0,30,0,2
4909,Female,Black,2012,79,Assault,8,22,5,4,0,0,7,0,88,0,4
4910,Male,Black,2012,79,Assault,35,260,31,32,0,4,57,0,468,0,9
4911,Unknown,Black,2012,79,Assault,1,3,1,1,0,0,2,0,5,0,0
4912,Female,Hispanic,2012,79,Assault,0,1,0,0,0,0,0,0,9,0,0
4913,Male,Hispanic,2012,79,Assault,8,39,6,4,0,0,8,0,68,0,1
4914,Unknown,Hispanic,2012,79,Assault,1,1,0,1,0,0,1,0,1,0,0
4915,Female,Other,2012,79,Assault,0,2,0,0,0,0,0,0,7,0,0
4916,Male,Other,2012,79,Assault,5,11,3,1,0,0,0,0,27,0,0
4917,Unknown,Other,2012,79,Assault,0,5,0,0,0,0,0,0,6,0,0
4918,Female,White,2012,79,Assault,0,1,0,0,0,0,0,0,3,0,0
4919,Male,White,2012,79,Assault,2,4,0,1,0,0,0,0,15,0,2
12281,Female,Black,2012,79,Other,5,9,5,3,0,1,2,0,39,0,1
12282,Male,Black,2012,79,Other,28,80,15,14,0,2,20,0,240,0,9
12283,Unknown,Black,2012,79,Other,0,1,0,0,0,0,0,0,2,0,0
12284,Female,Hispanic,2012,79,Other,0,0,0,0,0,0,0,0,9,0,0
12285,Male,Hispanic,2012,79,Other,4,18,4,2,0,0,5,0,51,0,1
12286,Unknown,Hispanic,2012,79,Other,0,0,0,0,0,0,0,0,1,0,0
12287,Male,Other,2012,79,Other,0,6,2,3,0,0,0,0,17,0,0
12288,Unknown,Other,2012,79,Other,0,1,0,0,0,0,0,0,1,0,0
12289,Female,White,2012,79,Other,1,2,1,0,0,0,1,0,4,0,0
12290,Male,White,2012,79,Other,2,11,2,2,0,0,1,0,42,0,3
19583,Female,Black,2012,79,Substance,2,23,3,1,0,0,6,0,171,0,4
19584,Male,Black,2012,79,Substance,69,412,54,24,0,2,45,0,1416,0,77
19585,Unknown,Black,2012,79,Substance,0,4,0,0,0,0,0,0,6,0,0
19586,Female,Hispanic,2012,79,Substance,1,3,1,0,0,0,2,0,48,0,1
19587,Male,Hispanic,2012,79,Substance,10,78,10,6,0,0,11,0,252,0,15
19588,Unknown,Hispanic,2012,79,Substance,0,1,0,0,0,0,0,0,4,0,1
19589,Female,Other,2012,79,Substance,0,1,0,0,0,0,0,0,10,0,1
19590,Male,Other,2012,79,Substance,2,17,1,0,0,0,0,0,48,0,2
19591,Unknown,Other,2012,79,Substance,1,9,1,0,0,0,1,0,29,0,2
19592,Female,White,2012,79,Substance,0,1,0,1,0,0,2,0,20,0,0
19593,Male,White,2012,79,Substance,2,12,3,1,0,0,1,0,63,0,1
19594,Unknown,White,2012,79,Substance,0,1,0,0,0,0,0,0,1,0,0
28364,Female,Black,2012,79,Theft,14,80,9,5,0,3,22,0,342,0,13
28365,Male,Black,2012,79,Theft,90,2669,151,71,0,11,370,0,4662,0,165
28366,Unknown,Black,2012,79,Theft,0,11,0,1,0,0,2,0,29,0,0
28367,Female,Hispanic,2012,79,Theft,0,9,0,0,0,0,0,0,45,0,3
28368,Male,Hispanic,2012,79,Theft,30,442,30,14,0,0,77,0,860,0,43
28369,Unknown,Hispanic,2012,79,Theft,0,3,0,0,0,0,0,0,12,0,0
28370,Female,Other,2012,79,Theft,0,2,0,0,0,0,0,0,7,0,0
28371,Male,Other,2012,79,Theft,2,92,6,1,0,0,13,0,192,0,6
28372,Unknown,Other,2012,79,Theft,2,31,2,0,0,0,2,0,55,0,3
28373,Female,White,2012,79,Theft,0,2,0,0,0,0,2,0,39,0,2
28374,Male,White,2012,79,Theft,4,63,2,1,0,0,6,0,258,0,20
28375,Unknown,White,2012,79,Theft,0,4,0,0,0,0,1,0,6,0,0
36579,Female,Black,2012,79,Tresspass,7,9,3,2,0,0,1,0,152,0,7
36580,Male,Black,2012,79,Tresspass,33,206,22,9,0,3,34,0,1025,0,37
36581,Unknown,Black,2012,79,Tresspass,0,3,0,0,0,0,0,0,6,0,0
36582,Female,Hispanic,2012,79,Tresspass,3,5,3,0,0,0,2,0,40,0,4
36583,Male,Hispanic,2012,79,Tresspass,9,58,5,0,0,1,8,0,297,0,37
36584,Female,Other,2012,79,Tresspass,1,1,1,1,0,0,0,0,4,0,0
36585,Male,Other,2012,79,Tresspass,1,5,0,0,0,0,2,0,20,0,0
36586,Unknown,Other,2012,79,Tresspass,0,3,0,0,0,0,0,0,13,0,0
36587,Female,White,2012,79,Tresspass,2,1,0,0,0,0,1,0,8,0,0
36588,Male,White,2012,79,Tresspass,2,5,1,0,0,0,1,0,30,0,0
44321,Female,Black,2012,79,Weapon,7,68,10,7,0,5,7,0,96,0,11
44322,Male,Black,2012,79,Weapon,77,2947,205,52,1,26,309,0,3180,0,189
44323,Unknown,Black,2012,79,Weapon,0,13,2,1,0,0,1,0,16,0,1
44324,Female,Hispanic,2012,79,Weapon,0,9,0,0,0,0,1,0,11,0,1
44325,Male,Hispanic,2012,79,Weapon,15,436,39,13,0,5,46,0,495,0,52
44326,Unknown,Hispanic,2012,79,Weapon,0,5,0,0,0,0,0,0,6,0,0
44327,Female,Other,2012,79,Weapon,0,4,0,0,0,1,1,0,4,0,0
44328,Male,Other,2012,79,Weapon,1,77,7,0,0,1,4,0,80,0,5
44329,Unknown,Other,2012,79,Weapon,0,16,1,2,0,0,1,0,18,0,3
44330,Female,White,2012,79,Weapon,0,1,0,0,0,0,0,0,3,0,1
44331,Male,White,2012,79,Weapon,2,72,8,2,0,2,12,0,82,0,8
44332,Unknown,White,2012,79,Weapon,0,0,0,0,0,0,0,0,1,0,0
5002,Female,Black,2012,81,Assault,6,14,4,6,1,0,5,0,40,0,3
5003,Male,Black,2012,81,Assault,20,84,25,26,0,0,20,0,168,0,9
5004,Unknown,Black,2012,81,Assault,0,1,0,1,0,0,0,0,1,0,0
5005,Female,Hispanic,2012,81,Assault,0,1,0,0,0,0,1,0,9,0,0
5006,Male,Hispanic,2012,81,Assault,4,13,3,2,0,0,3,0,30,0,2
5007,Unknown,Hispanic,2012,81,Assault,0,0,0,0,0,0,0,0,1,0,0
5008,Female,Other,2012,81,Assault,1,1,1,1,0,0,1,0,1,0,0
5009,Male,Other,2012,81,Assault,1,6,2,0,0,0,1,0,11,0,0
5010,Unknown,Other,2012,81,Assault,0,4,0,1,0,0,2,0,9,0,0
5011,Male,White,2012,81,Assault,2,4,2,1,0,0,3,0,6,0,0
12381,Female,Black,2012,81,Other,7,5,3,3,0,0,2,0,32,0,2
12382,Male,Black,2012,81,Other,21,59,21,10,0,1,18,0,181,0,27
12383,Male,Hispanic,2012,81,Other,5,5,1,3,0,0,3,0,21,0,1
12384,Female,Other,2012,81,Other,0,1,0,0,0,0,1,0,4,0,0
12385,Male,Other,2012,81,Other,3,7,2,2,0,0,3,0,15,0,1
12386,Unknown,Other,2012,81,Other,1,2,1,1,0,0,0,0,2,0,1
12387,Female,White,2012,81,Other,0,2,0,0,0,0,1,0,2,0,0
12388,Male,White,2012,81,Other,0,0,0,0,0,0,0,0,8,0,2
19698,Female,Black,2012,81,Substance,6,37,4,4,0,0,16,0,109,0,13
19699,Male,Black,2012,81,Substance,30,267,38,17,0,0,39,0,558,0,65
19700,Unknown,Black,2012,81,Substance,0,1,0,0,0,0,0,0,6,0,0
19701,Female,Hispanic,2012,81,Substance,0,3,0,0,0,0,2,0,14,0,0
19702,Male,Hispanic,2012,81,Substance,3,34,1,1,0,0,3,0,71,0,7
19703,Unknown,Hispanic,2012,81,Substance,0,1,0,0,0,0,0,0,1,0,0
19704,Female,Other,2012,81,Substance,0,1,0,0,0,0,1,0,4,0,2
19705,Male,Other,2012,81,Substance,2,18,0,0,0,0,1,0,34,0,5
19706,Unknown,Other,2012,81,Substance,0,1,0,0,0,0,0,0,2,0,0
19707,Female,White,2012,81,Substance,0,1,0,0,0,0,0,0,5,0,1
19708,Male,White,2012,81,Substance,3,7,4,3,0,0,1,0,16,0,4
28499,Female,Black,2012,81,Theft,11,86,6,8,0,1,15,0,229,0,13
28500,Male,Black,2012,81,Theft,99,2457,202,77,0,17,187,0,3752,0,227
28501,Unknown,Black,2012,81,Theft,1,9,1,2,0,0,0,0,20,0,1
28502,Female,Hispanic,2012,81,Theft,3,15,2,3,0,1,2,0,34,0,2
28503,Male,Hispanic,2012,81,Theft,19,263,32,17,0,0,35,0,445,0,46
28504,Unknown,Hispanic,2012,81,Theft,0,1,0,0,0,0,0,0,2,0,0
28505,Female,Other,2012,81,Theft,0,3,0,0,0,0,0,0,10,0,1
28506,Male,Other,2012,81,Theft,4,109,12,3,0,2,9,0,199,0,9
28507,Unknown,Other,2012,81,Theft,0,4,2,0,0,0,0,0,14,0,0
28508,Female,White,2012,81,Theft,0,4,0,0,0,0,0,0,18,0,2
28509,Male,White,2012,81,Theft,4,46,3,2,0,0,7,0,104,0,15
36691,Female,Black,2012,81,Tresspass,4,9,1,2,0,0,1,0,88,0,3
36692,Male,Black,2012,81,Tresspass,16,186,26,9,0,0,20,0,855,0,31
36693,Unknown,Black,2012,81,Tresspass,1,1,0,0,0,0,1,0,6,0,0
36694,Female,Hispanic,2012,81,Tresspass,2,0,1,0,0,0,0,0,11,0,0
36695,Male,Hispanic,2012,81,Tresspass,2,16,2,1,0,0,2,0,72,0,1
36696,Unknown,Hispanic,2012,81,Tresspass,0,0,0,0,0,0,0,0,1,0,0
36697,Female,Other,2012,81,Tresspass,0,1,0,0,0,0,0,0,2,0,0
36698,Male,Other,2012,81,Tresspass,1,11,1,3,0,0,3,0,38,0,2
36699,Unknown,Other,2012,81,Tresspass,0,2,0,0,0,0,0,0,7,0,2
36700,Female,White,2012,81,Tresspass,0,0,0,0,0,0,0,0,1,0,0
36701,Male,White,2012,81,Tresspass,1,3,0,2,0,0,0,0,10,0,0
36702,Unknown,White,2012,81,Tresspass,0,0,0,0,0,0,0,0,1,0,0
44455,Female,Black,2012,81,Weapon,3,43,4,1,0,1,4,0,59,0,6
44456,Male,Black,2012,81,Weapon,75,1926,223,85,0,42,317,0,2054,0,149
44457,Unknown,Black,2012,81,Weapon,0,9,3,0,0,1,3,0,9,0,2
44458,Female,Hispanic,2012,81,Weapon,1,5,1,1,0,0,1,0,5,0,0
44459,Male,Hispanic,2012,81,Weapon,9,156,20,7,0,0,24,0,173,0,16
44460,Unknown,Hispanic,2012,81,Weapon,0,1,0,0,0,0,0,0,2,0,0
44461,Female,Other,2012,81,Weapon,1,2,0,0,0,0,0,0,5,0,0
44462,Male,Other,2012,81,Weapon,3,67,10,2,0,2,9,0,73,0,5
44463,Unknown,Other,2012,81,Weapon,0,8,1,1,0,0,1,0,12,0,0
44464,Female,White,2012,81,Weapon,0,2,0,1,0,0,0,0,2,0,1
44465,Male,White,2012,81,Weapon,1,13,3,1,0,0,2,0,13,0,3
5097,Female,Black,2012,83,Assault,2,2,1,1,0,0,0,0,16,0,4
5098,Male,Black,2012,83,Assault,24,59,14,12,0,1,17,0,111,0,9
5099,Unknown,Black,2012,83,Assault,0,1,0,0,0,0,1,0,4,0,0
5100,Female,Hispanic,2012,83,Assault,4,4,3,5,0,0,4,0,17,0,2
5101,Male,Hispanic,2012,83,Assault,29,95,23,23,0,0,22,0,158,0,4
5102,Unknown,Hispanic,2012,83,Assault,1,1,0,0,0,0,1,0,3,0,0
5103,Female,Other,2012,83,Assault,0,0,0,0,0,0,0,0,1,0,0
5104,Male,Other,2012,83,Assault,1,7,3,1,0,0,2,0,11,0,2
5105,Unknown,Other,2012,83,Assault,6,7,2,0,0,0,1,0,13,0,1
5106,Male,White,2012,83,Assault,0,6,0,1,0,0,1,0,8,0,0
5107,Unknown,White,2012,83,Assault,0,0,0,0,0,0,1,0,1,0,0
12480,Female,Black,2012,83,Other,3,4,0,0,0,0,0,0,8,0,0
12481,Male,Black,2012,83,Other,8,23,4,7,0,0,9,0,48,0,1
12482,Unknown,Black,2012,83,Other,0,1,0,0,0,0,0,0,1,0,0
12483,Female,Hispanic,2012,83,Other,1,2,1,1,0,0,0,0,12,0,0
12484,Male,Hispanic,2012,83,Other,10,27,6,1,0,0,7,0,74,0,5
12485,Unknown,Hispanic,2012,83,Other,0,0,0,0,0,0,0,0,1,0,0
12486,Female,Other,2012,83,Other,0,0,0,0,0,0,0,0,1,0,0
12487,Male,Other,2012,83,Other,1,2,1,1,0,0,1,0,15,0,2
12488,Unknown,Other,2012,83,Other,3,3,0,1,0,0,0,0,8,0,0
12489,Female,White,2012,83,Other,1,2,1,0,0,0,0,0,2,0,0
12490,Male,White,2012,83,Other,5,4,4,0,0,0,1,0,18,0,0
12491,Unknown,White,2012,83,Other,0,0,0,0,0,0,0,0,1,0,0
19804,Female,Black,2012,83,Substance,0,3,0,1,0,0,0,0,12,0,2
19805,Male,Black,2012,83,Substance,23,49,15,8,0,0,8,0,82,0,2
19806,Unknown,Black,2012,83,Substance,2,4,1,2,0,0,0,0,5,0,0
19807,Female,Hispanic,2012,83,Substance,2,7,2,0,0,0,3,0,21,0,2
19808,Male,Hispanic,2012,83,Substance,35,133,32,16,0,0,20,0,207,0,7
19809,Unknown,Hispanic,2012,83,Substance,0,2,0,0,0,0,0,0,2,0,0
19810,Female,Other,2012,83,Substance,0,0,0,0,0,0,0,0,3,0,0
19811,Male,Other,2012,83,Substance,4,9,4,1,0,0,2,0,12,0,0
19812,Unknown,Other,2012,83,Substance,0,2,0,0,0,0,0,0,9,0,1
19813,Female,White,2012,83,Substance,2,4,1,0,0,0,0,0,7,0,1
19814,Male,White,2012,83,Substance,4,11,4,0,0,0,1,0,29,0,3
28630,Female,Black,2012,83,Theft,12,70,5,7,0,0,10,0,145,0,5
28631,Male,Black,2012,83,Theft,75,1836,131,60,0,8,249,0,2886,0,97
28632,Unknown,Black,2012,83,Theft,1,55,5,1,0,0,10,0,89,0,5
28633,Female,Hispanic,2012,83,Theft,6,73,7,5,0,2,13,0,175,0,6
28634,Male,Hispanic,2012,83,Theft,75,2308,158,50,0,5,269,0,4026,0,246
28635,Unknown,Hispanic,2012,83,Theft,1,63,3,2,0,0,13,0,117,0,4
28636,Female,Other,2012,83,Theft,1,4,1,0,0,0,0,0,23,0,0
28637,Male,Other,2012,83,Theft,8,175,10,5,0,0,16,0,323,0,16
28638,Unknown,Other,2012,83,Theft,4,146,7,2,0,0,17,0,289,0,9
28639,Female,White,2012,83,Theft,0,11,0,0,0,0,2,0,52,0,3
28640,Male,White,2012,83,Theft,12,182,16,1,0,2,33,0,427,0,26
28641,Unknown,White,2012,83,Theft,0,10,1,0,0,0,2,0,19,0,1
36795,Female,Black,2012,83,Tresspass,5,9,5,2,0,0,1,0,19,0,3
36796,Male,Black,2012,83,Tresspass,37,94,33,10,0,0,9,0,140,0,12
36797,Unknown,Black,2012,83,Tresspass,0,0,0,0,0,0,0,0,4,0,1
36798,Female,Hispanic,2012,83,Tresspass,4,9,2,2,0,0,0,0,20,0,1
36799,Male,Hispanic,2012,83,Tresspass,64,115,48,24,0,0,7,0,188,0,13
36800,Unknown,Hispanic,2012,83,Tresspass,0,0,0,0,0,0,0,0,2,0,0
36801,Female,Other,2012,83,Tresspass,1,0,0,0,0,0,0,0,3,0,1
36802,Male,Other,2012,83,Tresspass,1,2,1,0,0,0,0,0,14,0,1
36803,Unknown,Other,2012,83,Tresspass,1,3,1,0,0,0,1,0,13,0,1
36804,Female,White,2012,83,Tresspass,4,5,3,1,0,0,1,0,9,0,0
36805,Male,White,2012,83,Tresspass,2,5,2,1,0,0,1,0,11,0,0
36806,Unknown,White,2012,83,Tresspass,0,0,0,0,0,0,0,0,1,0,0
44573,Female,Black,2012,83,Weapon,2,20,2,2,0,0,3,0,22,0,2
44574,Male,Black,2012,83,Weapon,29,703,128,24,0,17,97,0,749,0,37
44575,Unknown,Black,2012,83,Weapon,0,12,1,0,0,0,3,0,13,0,0
44576,Female,Hispanic,2012,83,Weapon,7,36,4,5,0,4,6,0,46,0,1
44577,Male,Hispanic,2012,83,Weapon,42,766,120,36,0,14,147,0,822,0,67
44578,Unknown,Hispanic,2012,83,Weapon,0,14,2,0,0,0,4,0,17,0,1
44579,Female,Other,2012,83,Weapon,0,2,1,0,0,0,0,0,4,0,0
44580,Male,Other,2012,83,Weapon,1,60,5,3,0,1,13,0,70,0,6
44581,Unknown,Other,2012,83,Weapon,2,37,3,3,0,1,6,0,48,0,3
44582,Female,White,2012,83,Weapon,0,2,0,1,0,0,0,0,5,0,0
44583,Male,White,2012,83,Weapon,6,68,21,3,0,0,12,0,74,0,9
5199,Female,Black,2012,84,Assault,7,4,2,3,0,0,1,0,39,0,5
5200,Male,Black,2012,84,Assault,8,62,12,11,0,1,21,0,160,0,3
5201,Unknown,Black,2012,84,Assault,0,0,0,0,0,0,0,0,1,0,0
5202,Female,Hispanic,2012,84,Assault,0,1,1,1,0,0,1,0,4,0,0
5203,Male,Hispanic,2012,84,Assault,0,7,0,1,0,0,3,0,29,0,0
5204,Male,Other,2012,84,Assault,0,0,0,0,0,0,0,0,3,0,0
5205,Female,White,2012,84,Assault,0,0,0,0,0,0,0,0,4,0,0
5206,Male,White,2012,84,Assault,0,3,0,0,0,0,3,0,13,0,0
12581,Female,Black,2012,84,Other,4,5,4,2,0,0,3,0,17,0,0
12582,Male,Black,2012,84,Other,7,35,15,8,1,0,24,0,169,0,4
12583,Female,Hispanic,2012,84,Other,0,0,0,0,0,0,0,0,9,0,0
12584,Male,Hispanic,2012,84,Other,7,21,7,3,0,0,11,0,65,0,2
12585,Unknown,Hispanic,2012,84,Other,0,0,0,0,0,1,0,0,1,0,0
12586,Female,Other,2012,84,Other,0,2,1,0,0,0,1,0,4,0,0
12587,Male,Other,2012,84,Other,2,4,2,0,0,0,0,0,22,0,0
12588,Female,White,2012,84,Other,0,0,0,0,0,0,0,0,10,0,1
12589,Male,White,2012,84,Other,2,7,4,0,0,0,0,0,67,0,2
19898,Female,Black,2012,84,Substance,4,7,1,3,0,0,5,0,44,0,6
19899,Male,Black,2012,84,Substance,25,97,25,20,0,0,50,0,284,0,14
19900,Female,Hispanic,2012,84,Substance,0,2,0,0,0,0,0,0,11,0,2
19901,Male,Hispanic,2012,84,Substance,7,39,5,5,0,0,21,0,92,0,1
19902,Female,Other,2012,84,Substance,0,0,0,0,0,0,0,0,2,0,0
19903,Male,Other,2012,84,Substance,2,3,1,1,0,0,1,0,22,0,2
19904,Unknown,Other,2012,84,Substance,0,0,0,0,0,0,0,0,1,0,0
19905,Female,White,2012,84,Substance,1,1,0,0,0,0,0,0,10,0,0
19906,Male,White,2012,84,Substance,2,13,2,3,0,0,6,0,51,0,5
28766,Female,Black,2012,84,Theft,4,22,2,6,0,0,5,0,101,0,3
28767,Male,Black,2012,84,Theft,37,541,55,34,0,4,211,0,1160,0,21
28768,Unknown,Black,2012,84,Theft,0,0,0,0,0,0,0,0,2,0,0
28769,Female,Hispanic,2012,84,Theft,1,5,0,1,0,0,3,0,27,0,0
28770,Male,Hispanic,2012,84,Theft,8,126,12,11,0,0,37,0,347,0,8
28771,Unknown,Hispanic,2012,84,Theft,0,1,0,0,0,0,0,0,4,0,0
28772,Female,Other,2012,84,Theft,0,0,0,0,0,0,0,0,3,0,0
28773,Male,Other,2012,84,Theft,7,23,5,3,0,0,12,0,81,0,2
28774,Unknown,Other,2012,84,Theft,0,0,0,0,0,0,0,0,3,0,0
28775,Female,White,2012,84,Theft,0,1,0,0,0,0,1,0,16,0,0
28776,Male,White,2012,84,Theft,3,59,7,7,0,3,28,0,199,0,4
28777,Unknown,White,2012,84,Theft,0,0,0,0,0,0,0,0,1,0,0
36899,Female,Black,2012,84,Tresspass,7,6,6,2,0,0,0,0,29,0,0
36900,Male,Black,2012,84,Tresspass,26,68,22,20,0,1,31,0,224,0,8
36901,Female,Hispanic,2012,84,Tresspass,1,1,1,1,0,0,1,0,4,0,0
36902,Male,Hispanic,2012,84,Tresspass,5,7,5,2,0,0,3,0,33,0,0
36903,Female,Other,2012,84,Tresspass,0,0,0,0,0,0,0,0,1,0,0
36904,Male,Other,2012,84,Tresspass,0,1,0,0,0,0,0,0,7,0,0
36905,Female,White,2012,84,Tresspass,0,0,0,0,0,0,0,0,5,0,0
36906,Male,White,2012,84,Tresspass,2,5,1,0,0,0,1,0,25,0,0
36907,Unknown,White,2012,84,Tresspass,0,0,0,0,0,0,0,0,1,0,0
44683,Female,Black,2012,84,Weapon,2,4,3,4,0,0,4,0,9,0,0
44684,Male,Black,2012,84,Weapon,13,231,49,19,0,9,98,0,257,0,20
44685,Female,Hispanic,2012,84,Weapon,0,2,0,0,0,0,1,0,5,0,1
44686,Male,Hispanic,2012,84,Weapon,6,66,18,3,0,0,27,0,78,0,8
44687,Female,Other,2012,84,Weapon,0,0,1,0,0,0,1,0,1,0,0
44688,Male,Other,2012,84,Weapon,1,11,5,1,0,0,5,0,15,0,0
44689,Female,White,2012,84,Weapon,1,1,1,0,0,0,0,0,1,0,0
44690,Male,White,2012,84,Weapon,3,50,18,5,0,0,14,0,54,0,9
5315,Female,Black,2012,88,Assault,9,8,6,4,0,0,4,0,44,0,2
5316,Male,Black,2012,88,Assault,18,79,23,15,0,2,18,0,135,0,14
5317,Unknown,Black,2012,88,Assault,0,1,0,0,0,0,0,0,1,0,0
5318,Female,Hispanic,2012,88,Assault,3,4,3,1,0,0,1,0,9,0,0
5319,Male,Hispanic,2012,88,Assault,3,11,3,2,0,0,4,0,17,0,0
5320,Female,Other,2012,88,Assault,1,1,1,1,0,0,1,0,3,0,0
5321,Male,Other,2012,88,Assault,2,3,3,3,0,0,1,0,8,0,0
5322,Unknown,Other,2012,88,Assault,0,2,0,0,0,0,0,0,5,0,0
5323,Female,White,2012,88,Assault,0,0,0,0,0,0,0,0,1,0,1
5324,Male,White,2012,88,Assault,0,1,0,0,0,0,0,0,4,0,1
12694,Female,Black,2012,88,Other,3,6,4,2,0,0,0,0,20,0,3
12695,Male,Black,2012,88,Other,17,61,18,6,0,0,11,0,156,0,23
12696,Female,Hispanic,2012,88,Other,0,1,0,0,0,0,0,0,5,0,1
12697,Male,Hispanic,2012,88,Other,2,16,8,3,0,0,2,0,43,0,3
12698,Female,Other,2012,88,Other,0,0,0,0,0,0,0,0,4,0,0
12699,Male,Other,2012,88,Other,0,1,0,0,0,0,0,0,10,0,1
