,Gender,Race,Year,pct,CrimeType,Arrested,Frisked,Searched,HandCuff,PepperSpray,Firearm,Other,CEW,Stopped,Verbal,Summons
8853,Unknown,Black,2005,25,Other,0,0,0,0,0,0,0,0,1,0,0
8854,Male,Hispanic,2005,25,Other,1,1,0,0,0,0,0,0,6,0,0
8855,Male,White,2005,25,Other,0,0,0,0,0,0,0,0,2,0,0
16105,Male,Black,2005,25,Substance,0,1,0,0,0,0,0,0,1,0,0
16106,Male,Hispanic,2005,25,Substance,2,3,1,2,0,0,3,0,5,0,0
23813,Male,Black,2005,25,Theft,0,4,0,0,0,0,2,0,12,0,0
23814,Female,Hispanic,2005,25,Theft,0,0,0,0,0,0,0,0,1,0,0
23815,Male,Hispanic,2005,25,Theft,0,2,0,0,0,0,1,0,4,0,0
23816,Male,Other,2005,25,Theft,0,1,0,0,0,0,0,0,1,0,0
33063,Female,Black,2005,25,Tresspass,3,3,3,3,0,0,0,0,4,0,0
33064,Male,Black,2005,25,Tresspass,11,10,7,7,0,0,8,0,26,0,0
33065,Female,Hispanic,2005,25,Tresspass,2,2,2,0,0,0,0,0,2,0,0
33066,Male,Hispanic,2005,25,Tresspass,7,8,6,6,0,0,4,0,15,0,0
33067,Male,Other,2005,25,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33068,Female,White,2005,25,Tresspass,1,1,1,1,0,0,1,0,1,0,0
33069,Male,White,2005,25,Tresspass,1,0,0,0,0,0,0,0,1,0,0
40201,Male,Black,2005,25,Weapon,0,7,3,1,0,0,1,0,7,0,1
40202,Male,Hispanic,2005,25,Weapon,0,3,0,0,0,0,3,0,3,0,1
40203,Male,White,2005,25,Weapon,0,1,1,0,0,0,0,0,1,0,0
1637,Male,Black,2005,26,Assault,0,1,0,0,0,0,0,0,1,0,0
1638,Male,Hispanic,2005,26,Assault,0,1,1,0,0,0,0,0,1,0,0
8963,Male,Black,2005,26,Other,0,0,0,0,0,0,0,0,1,0,0
16216,Female,Black,2005,26,Substance,0,2,0,0,0,0,0,0,2,0,0
16217,Male,Black,2005,26,Substance,0,4,1,0,0,0,1,0,7,0,0
16218,Male,Hispanic,2005,26,Substance,0,2,0,0,0,0,0,0,2,0,0
23946,Male,Black,2005,26,Theft,0,5,0,0,0,0,0,0,9,0,0
23947,Female,Hispanic,2005,26,Theft,0,2,0,0,0,0,0,0,2,0,0
23948,Male,Hispanic,2005,26,Theft,0,1,0,0,0,0,0,0,2,0,0
33188,Female,Black,2005,26,Tresspass,0,0,0,0,0,0,0,0,4,0,1
33189,Male,Black,2005,26,Tresspass,0,2,2,0,0,0,0,0,49,0,1
33190,Female,Hispanic,2005,26,Tresspass,0,0,0,0,0,0,0,0,5,0,0
33191,Male,Hispanic,2005,26,Tresspass,0,0,0,0,0,0,0,0,16,0,0
33192,Female,White,2005,26,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33193,Male,White,2005,26,Tresspass,0,0,0,0,0,0,0,0,1,0,0
40326,Male,Black,2005,26,Weapon,0,9,3,0,0,0,1,0,11,0,2
40327,Male,Hispanic,2005,26,Weapon,0,2,0,0,0,0,0,0,2,0,0
40328,Male,Other,2005,26,Weapon,0,1,0,0,0,0,0,0,1,0,1
1726,Male,Black,2005,28,Assault,0,1,0,0,0,1,1,0,2,0,0
1727,Male,Hispanic,2005,28,Assault,0,1,0,0,0,0,0,0,1,0,0
9046,Male,Black,2005,28,Other,0,1,0,0,0,0,1,0,2,0,0
16315,Female,Black,2005,28,Substance,1,1,1,1,0,0,0,0,1,0,0
16316,Male,Black,2005,28,Substance,1,1,0,0,0,0,0,0,2,0,0
24062,Female,Black,2005,28,Theft,0,0,0,0,0,0,0,0,2,0,0
24063,Male,Black,2005,28,Theft,0,3,0,2,0,0,2,0,6,0,0
24064,Male,Hispanic,2005,28,Theft,0,0,0,0,0,0,0,0,1,0,0
33306,Female,Black,2005,28,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33307,Male,Black,2005,28,Tresspass,3,2,1,0,0,0,0,0,5,0,0
33308,Female,Hispanic,2005,28,Tresspass,1,0,1,1,0,0,0,0,1,0,0
33309,Male,Hispanic,2005,28,Tresspass,0,0,0,0,0,0,0,0,1,0,0
40418,Male,Black,2005,28,Weapon,1,9,1,1,0,0,3,0,9,0,1
40419,Male,Hispanic,2005,28,Weapon,0,1,0,0,0,0,1,0,1,0,0
1818,Male,Black,2005,30,Assault,2,3,1,2,0,0,1,0,3,0,0
1819,Male,Hispanic,2005,30,Assault,3,7,3,0,0,1,7,0,7,0,1
1820,Unknown,Other,2005,30,Assault,1,2,0,1,0,0,2,0,2,0,0
9136,Male,Black,2005,30,Other,0,0,0,0,0,0,0,0,1,0,0
9137,Male,Hispanic,2005,30,Other,0,0,0,0,0,0,1,0,1,0,0
16420,Female,Black,2005,30,Substance,0,0,0,0,0,0,0,0,1,0,0
16421,Male,Black,2005,30,Substance,0,6,0,0,0,1,4,0,16,0,1
16422,Female,Hispanic,2005,30,Substance,0,0,0,0,0,0,0,0,1,0,0
16423,Male,Hispanic,2005,30,Substance,0,3,0,0,0,0,0,0,4,0,1
16424,Male,Other,2005,30,Substance,0,1,0,0,0,0,0,0,2,0,0
16425,Unknown,Other,2005,30,Substance,0,0,0,0,0,0,0,0,1,0,0
16426,Female,White,2005,30,Substance,0,0,0,0,0,0,0,0,1,0,0
16427,Male,White,2005,30,Substance,0,1,0,0,0,1,1,0,1,0,0
24188,Female,Black,2005,30,Theft,0,0,0,0,0,0,0,0,1,0,0
24189,Male,Black,2005,30,Theft,1,17,1,1,0,0,18,0,28,0,1
24190,Male,Hispanic,2005,30,Theft,0,19,0,0,0,1,17,0,21,0,1
24191,Female,Other,2005,30,Theft,0,0,0,0,0,0,0,0,1,0,0
24192,Male,Other,2005,30,Theft,0,2,0,0,0,0,0,0,3,0,0
24193,Unknown,Other,2005,30,Theft,0,0,0,0,0,0,0,0,1,0,0
24194,Female,White,2005,30,Theft,0,0,0,0,0,0,1,0,2,0,0
24195,Male,White,2005,30,Theft,0,1,0,0,0,1,0,0,3,0,0
33420,Male,Black,2005,30,Tresspass,0,1,0,0,0,0,0,0,8,0,0
33421,Female,Hispanic,2005,30,Tresspass,0,0,0,0,0,0,0,0,3,0,0
33422,Male,Hispanic,2005,30,Tresspass,0,3,1,0,0,0,0,0,15,0,1
33423,Female,Other,2005,30,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33424,Male,Other,2005,30,Tresspass,0,0,0,0,0,0,0,0,3,0,0
33425,Unknown,Other,2005,30,Tresspass,0,1,0,0,0,0,0,0,6,0,1
40533,Female,Black,2005,30,Weapon,0,0,0,0,0,0,0,0,1,0,0
40534,Male,Black,2005,30,Weapon,0,27,3,0,0,0,17,0,29,0,0
40535,Unknown,Black,2005,30,Weapon,0,2,0,0,0,1,0,0,2,0,0
40536,Female,Hispanic,2005,30,Weapon,0,1,0,0,0,0,0,0,1,0,0
40537,Male,Hispanic,2005,30,Weapon,1,44,6,1,0,1,24,0,52,0,9
40538,Unknown,Hispanic,2005,30,Weapon,0,0,0,0,0,0,0,0,2,0,1
40539,Male,Other,2005,30,Weapon,0,10,1,0,0,0,1,0,12,0,2
40540,Unknown,Other,2005,30,Weapon,0,6,2,0,0,1,1,0,8,0,1
40541,Male,White,2005,30,Weapon,0,1,1,0,0,0,0,0,1,0,0
1919,Male,Black,2005,32,Assault,0,3,0,1,0,0,0,0,4,0,0
1920,Male,Hispanic,2005,32,Assault,0,0,0,0,0,0,0,0,3,0,0
1921,Male,Other,2005,32,Assault,0,1,1,0,0,0,1,0,1,0,0
9226,Female,Black,2005,32,Other,0,0,0,0,0,0,0,0,2,0,0
9227,Male,Black,2005,32,Other,0,2,3,0,0,0,0,0,13,0,0
9228,Male,Hispanic,2005,32,Other,0,2,1,0,0,0,0,0,2,0,0
9229,Male,Other,2005,32,Other,0,1,0,0,0,0,0,0,1,0,0
16529,Female,Black,2005,32,Substance,0,1,0,0,0,0,0,0,5,0,0
16530,Male,Black,2005,32,Substance,0,14,9,0,0,0,4,0,38,0,3
16531,Unknown,Black,2005,32,Substance,0,1,1,0,0,0,1,0,1,0,0
16532,Female,Hispanic,2005,32,Substance,0,1,0,0,0,0,1,0,2,0,0
16533,Male,Hispanic,2005,32,Substance,0,5,4,1,0,0,1,0,8,0,0
16534,Male,Other,2005,32,Substance,0,0,0,0,0,0,0,0,3,0,0
16535,Unknown,Other,2005,32,Substance,0,1,0,0,0,0,1,0,1,0,0
16536,Female,White,2005,32,Substance,0,0,0,0,0,0,0,0,1,0,0
16537,Male,White,2005,32,Substance,0,0,0,0,0,0,0,0,4,0,0
24321,Female,Black,2005,32,Theft,0,1,0,0,0,1,0,0,1,0,0
24322,Male,Black,2005,32,Theft,0,24,7,1,0,4,8,0,37,0,0
24323,Male,Hispanic,2005,32,Theft,0,6,0,0,0,0,5,0,6,0,0
24324,Female,Other,2005,32,Theft,0,1,0,0,0,0,0,0,1,0,0
24325,Male,Other,2005,32,Theft,0,1,0,0,0,0,1,0,2,0,0
24326,Male,White,2005,32,Theft,0,1,0,0,0,0,0,0,1,0,0
33521,Female,Black,2005,32,Tresspass,0,2,1,0,0,0,0,0,23,0,0
33522,Male,Black,2005,32,Tresspass,0,8,3,2,0,0,2,0,105,0,7
33523,Female,Hispanic,2005,32,Tresspass,0,1,0,0,0,0,1,0,5,0,0
33524,Male,Hispanic,2005,32,Tresspass,0,0,0,0,0,0,0,0,23,0,1
33525,Unknown,Hispanic,2005,32,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33526,Female,Other,2005,32,Tresspass,0,0,0,0,0,0,1,0,3,0,0
33527,Male,Other,2005,32,Tresspass,0,0,0,0,0,0,0,0,4,0,0
33528,Unknown,Other,2005,32,Tresspass,0,2,0,0,0,0,0,0,4,0,1
33529,Male,White,2005,32,Tresspass,0,0,0,0,0,0,0,0,1,0,0
40665,Female,Black,2005,32,Weapon,0,1,0,0,0,0,0,0,3,0,0
40666,Male,Black,2005,32,Weapon,1,83,12,5,0,3,19,0,92,0,9
40667,Unknown,Black,2005,32,Weapon,0,1,0,0,0,0,0,0,1,0,0
40668,Male,Hispanic,2005,32,Weapon,1,13,4,0,0,0,2,0,13,0,4
40669,Male,Other,2005,32,Weapon,0,5,0,0,0,0,0,0,5,0,0
40670,Unknown,Other,2005,32,Weapon,0,2,0,0,0,0,1,0,3,0,0
40671,Male,White,2005,32,Weapon,0,4,0,0,0,0,0,0,5,0,0
9308,Male,Hispanic,2005,33,Other,0,0,0,0,0,0,2,0,2,0,0
16640,Male,Black,2005,33,Substance,0,0,0,0,0,0,1,0,1,0,0
16641,Male,Hispanic,2005,33,Substance,0,0,0,0,0,0,0,0,1,0,0
16642,Female,White,2005,33,Substance,0,0,0,0,0,0,0,0,1,0,0
16643,Male,White,2005,33,Substance,0,0,0,0,0,0,1,0,1,0,0
24440,Male,Hispanic,2005,33,Theft,0,0,0,0,0,0,0,0,1,0,0
33647,Female,Black,2005,33,Tresspass,0,0,1,0,0,0,0,0,1,0,0
33648,Male,Hispanic,2005,33,Tresspass,0,1,1,0,0,0,0,0,1,0,0
40792,Female,Hispanic,2005,33,Weapon,0,1,1,0,0,0,0,0,1,0,0
2093,Male,Hispanic,2005,34,Assault,0,1,1,0,0,0,0,0,1,0,0
16739,Female,White,2005,34,Substance,0,0,0,0,0,0,0,0,1,0,0
16740,Male,White,2005,34,Substance,0,0,0,0,0,0,0,0,1,0,0
24556,Male,Hispanic,2005,34,Theft,0,2,0,0,0,0,2,0,2,0,0
24557,Male,White,2005,34,Theft,0,0,0,0,0,0,0,0,1,0,0
33736,Female,Black,2005,34,Tresspass,0,0,0,0,0,0,0,0,2,0,0
33737,Male,Black,2005,34,Tresspass,0,0,0,0,0,0,0,0,6,0,0
33738,Male,Hispanic,2005,34,Tresspass,0,0,0,0,0,0,0,0,5,0,0
33739,Male,Other,2005,34,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33740,Female,White,2005,34,Tresspass,0,0,0,0,0,0,0,0,1,0,0
40906,Male,Black,2005,34,Weapon,0,4,0,0,0,0,1,0,4,0,0
40907,Male,Hispanic,2005,34,Weapon,0,3,1,0,0,0,2,0,6,0,0
2181,Male,Black,2005,40,Assault,0,3,0,0,0,1,3,0,4,0,0
2182,Female,Hispanic,2005,40,Assault,0,0,0,0,0,1,0,0,3,0,0
2183,Male,Hispanic,2005,40,Assault,0,0,0,0,0,2,0,0,5,0,0
9488,Female,Black,2005,40,Other,0,0,0,0,0,0,0,0,1,0,0
9489,Male,Black,2005,40,Other,0,0,0,0,0,0,0,0,4,0,0
9490,Female,Hispanic,2005,40,Other,0,0,0,0,0,0,0,0,1,0,0
9491,Male,Hispanic,2005,40,Other,0,1,0,0,0,0,1,0,4,0,0
9492,Male,Other,2005,40,Other,1,1,1,1,0,0,1,0,1,0,0
9493,Unknown,White,2005,40,Other,0,1,0,0,0,0,1,0,1,0,0
16838,Female,Black,2005,40,Substance,1,2,1,0,0,0,1,0,2,0,0
16839,Male,Black,2005,40,Substance,2,5,2,0,0,0,2,0,13,0,0
16840,Unknown,Black,2005,40,Substance,0,0,0,0,0,0,0,0,1,0,0
16841,Female,Hispanic,2005,40,Substance,0,0,0,0,0,0,0,0,1,0,0
16842,Male,Hispanic,2005,40,Substance,1,4,2,0,0,0,5,0,16,0,0
16843,Female,White,2005,40,Substance,0,0,0,0,0,0,0,0,1,0,0
24682,Female,Black,2005,40,Theft,0,0,0,0,0,0,1,0,2,0,2
24683,Male,Black,2005,40,Theft,1,19,2,1,0,0,7,0,38,0,4
24684,Female,Hispanic,2005,40,Theft,0,0,0,0,0,0,0,0,1,0,0
24685,Male,Hispanic,2005,40,Theft,3,11,2,0,0,0,5,0,21,0,2
24686,Unknown,Hispanic,2005,40,Theft,0,0,0,0,0,0,0,0,2,0,0
24687,Male,Other,2005,40,Theft,0,0,0,0,0,0,0,0,1,0,0
24688,Unknown,Other,2005,40,Theft,0,3,1,0,0,0,2,0,6,0,0
24689,Male,White,2005,40,Theft,0,0,0,0,0,0,0,0,2,0,1
33835,Female,Black,2005,40,Tresspass,3,3,3,0,0,0,3,0,13,0,4
33836,Male,Black,2005,40,Tresspass,1,11,3,2,0,0,9,0,41,0,3
33837,Female,Hispanic,2005,40,Tresspass,0,1,0,0,0,0,0,0,7,0,0
33838,Male,Hispanic,2005,40,Tresspass,3,13,3,2,0,0,10,0,56,0,1
33839,Female,Other,2005,40,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33840,Male,Other,2005,40,Tresspass,0,2,0,0,0,0,1,0,5,0,0
33841,Unknown,Other,2005,40,Tresspass,0,3,0,0,0,0,3,0,10,0,0
33842,Female,White,2005,40,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33843,Male,White,2005,40,Tresspass,0,0,1,0,0,0,0,0,4,0,0
41025,Female,Black,2005,40,Weapon,0,3,0,0,0,0,2,0,3,0,1
41026,Male,Black,2005,40,Weapon,3,64,10,1,0,0,45,0,67,0,5
41027,Unknown,Black,2005,40,Weapon,0,1,1,0,0,0,1,0,1,0,0
41028,Female,Hispanic,2005,40,Weapon,0,4,0,0,0,0,1,0,4,0,0
41029,Male,Hispanic,2005,40,Weapon,4,73,15,6,1,0,40,0,77,0,4
41030,Unknown,Hispanic,2005,40,Weapon,0,2,1,0,0,0,0,0,2,0,0
41031,Female,Other,2005,40,Weapon,0,1,0,0,0,0,1,0,1,0,0
41032,Male,Other,2005,40,Weapon,0,5,0,0,0,0,1,0,5,0,0
41033,Unknown,Other,2005,40,Weapon,0,6,0,0,0,0,2,0,6,0,0
2283,Male,Black,2005,41,Assault,0,0,0,0,0,0,0,0,1,0,0
2284,Female,Hispanic,2005,41,Assault,0,0,0,0,0,0,0,0,1,0,0
2285,Male,Hispanic,2005,41,Assault,0,1,0,0,0,0,0,0,2,0,0
9587,Male,Black,2005,41,Other,0,0,0,0,0,0,1,0,5,0,0
9588,Male,Hispanic,2005,41,Other,0,0,0,0,0,0,0,0,1,0,0
9589,Male,Other,2005,41,Other,0,0,0,0,0,0,0,0,1,0,0
16954,Male,Black,2005,41,Substance,0,2,0,0,0,0,0,0,6,0,0
16955,Female,Hispanic,2005,41,Substance,0,0,0,0,0,0,0,0,1,0,1
16956,Male,Hispanic,2005,41,Substance,0,2,0,0,0,0,1,0,9,0,1
24812,Male,Black,2005,41,Theft,0,1,0,0,0,0,1,0,8,0,0
24813,Female,Hispanic,2005,41,Theft,0,0,0,0,0,0,0,0,3,0,0
24814,Male,Hispanic,2005,41,Theft,0,2,1,0,0,0,1,0,17,0,0
24815,Male,White,2005,41,Theft,0,0,0,0,0,0,0,0,1,0,0
33970,Female,Black,2005,41,Tresspass,0,0,0,0,0,0,0,0,2,0,0
33971,Male,Black,2005,41,Tresspass,0,2,2,2,0,0,2,0,4,0,1
33972,Female,Hispanic,2005,41,Tresspass,0,0,0,0,0,0,0,0,4,0,0
33973,Male,Hispanic,2005,41,Tresspass,1,7,5,3,0,0,4,0,14,0,0
33974,Female,White,2005,41,Tresspass,0,0,0,0,0,0,0,0,1,0,0
33975,Male,White,2005,41,Tresspass,0,2,1,0,0,0,1,0,2,0,0
41164,Male,Black,2005,41,Weapon,1,11,1,1,0,0,4,0,15,0,0
41165,Female,Hispanic,2005,41,Weapon,0,0,0,0,0,0,0,0,2,0,0
41166,Male,Hispanic,2005,41,Weapon,0,27,2,0,0,0,16,0,34,0,0
2383,Female,Black,2005,42,Assault,0,0,0,0,0,0,0,0,3,0,0
2384,Male,Black,2005,42,Assault,1,1,1,1,0,0,1,0,2,0,0
2385,Female,Hispanic,2005,42,Assault,0,0,0,0,0,0,0,0,1,0,0
2386,Male,Other,2005,42,Assault,0,1,0,0,0,0,0,0,1,0,0
9694,Male,Black,2005,42,Other,1,1,1,1,0,0,0,0,2,0,0
9695,Female,Hispanic,2005,42,Other,0,0,0,0,0,0,0,0,1,0,0
9696,Male,Hispanic,2005,42,Other,0,0,0,0,0,0,0,0,1,0,0
9697,Female,White,2005,42,Other,0,0,0,0,0,0,0,0,1,0,0
9698,Male,White,2005,42,Other,0,0,0,0,0,0,0,0,1,0,0
17054,Male,Black,2005,42,Substance,1,3,1,0,0,0,2,0,7,0,0
17055,Female,Hispanic,2005,42,Substance,0,1,0,0,0,0,0,0,1,0,0
17056,Male,Hispanic,2005,42,Substance,2,4,2,0,0,0,0,0,6,0,1
17057,Male,Other,2005,42,Substance,0,1,0,0,0,0,0,0,1,0,0
24945,Male,Black,2005,42,Theft,1,5,0,3,0,2,4,0,8,0,1
24946,Male,Hispanic,2005,42,Theft,0,4,0,0,0,0,1,0,9,0,0
24947,Male,Other,2005,42,Theft,0,0,0,0,0,0,0,0,2,0,0
24948,Unknown,Other,2005,42,Theft,0,2,0,0,0,0,1,0,3,0,0
24949,Male,White,2005,42,Theft,0,1,0,0,0,0,0,0,1,0,0
34076,Female,Black,2005,42,Tresspass,0,0,0,0,0,0,0,0,2,0,0
34077,Male,Black,2005,42,Tresspass,0,3,1,0,0,0,3,0,36,0,3
34078,Female,Hispanic,2005,42,Tresspass,1,0,0,0,0,0,0,0,7,0,0
34079,Male,Hispanic,2005,42,Tresspass,1,1,0,0,0,0,0,0,18,0,2
34080,Unknown,Other,2005,42,Tresspass,0,0,0,0,0,0,0,0,3,0,0
41286,Male,Black,2005,42,Weapon,4,17,4,3,0,1,9,0,22,0,2
41287,Male,Hispanic,2005,42,Weapon,3,17,2,0,0,0,4,0,19,0,7
41288,Male,Other,2005,42,Weapon,0,2,0,0,0,0,0,0,2,0,0
41289,Male,White,2005,42,Weapon,0,1,0,0,0,0,1,0,1,0,0
2486,Male,Black,2005,43,Assault,0,1,0,0,0,0,0,0,2,0,0
2487,Male,Hispanic,2005,43,Assault,0,1,0,0,0,0,1,0,1,0,0
2488,Unknown,Other,2005,43,Assault,0,0,0,0,0,0,0,0,1,0,0
2489,Male,White,2005,43,Assault,0,0,0,0,0,0,0,0,1,0,0
9796,Male,Black,2005,43,Other,0,0,0,0,0,0,0,0,3,0,0
9797,Female,Hispanic,2005,43,Other,0,0,0,0,0,0,0,0,1,0,0
17168,Female,Black,2005,43,Substance,0,0,0,0,0,0,0,0,1,0,0
17169,Male,Black,2005,43,Substance,2,11,1,1,0,0,3,0,21,0,1
17170,Female,Hispanic,2005,43,Substance,0,0,0,0,0,0,0,0,2,0,0
17171,Male,Hispanic,2005,43,Substance,0,1,0,0,0,0,0,0,5,0,0
17172,Male,Other,2005,43,Substance,0,0,0,0,0,0,0,0,1,0,0
17173,Female,White,2005,43,Substance,0,0,0,0,0,0,0,0,1,0,0
25076,Male,Black,2005,43,Theft,0,3,0,0,0,0,0,0,4,0,0
25077,Male,Hispanic,2005,43,Theft,0,0,0,0,0,0,0,0,4,0,0
25078,Male,White,2005,43,Theft,0,0,0,0,0,0,0,0,1,0,0
34192,Female,Black,2005,43,Tresspass,0,0,0,0,0,0,0,0,2,0,0
34193,Male,Black,2005,43,Tresspass,2,7,1,2,0,0,5,0,51,0,1
34194,Male,Hispanic,2005,43,Tresspass,1,5,2,2,0,0,5,0,30,0,1
34195,Unknown,Hispanic,2005,43,Tresspass,0,0,0,0,0,0,0,0,1,0,0
34196,Male,Other,2005,43,Tresspass,0,1,0,0,0,0,1,0,10,0,0
34197,Unknown,Other,2005,43,Tresspass,0,0,0,0,0,0,0,0,1,0,0
34198,Female,White,2005,43,Tresspass,0,0,0,0,0,0,0,0,1,0,0
34199,Male,White,2005,43,Tresspass,0,1,0,0,0,0,1,0,3,0,0
41419,Female,Black,2005,43,Weapon,0,0,0,0,0,0,0,0,1,0,0
41420,Male,Black,2005,43,Weapon,0,27,4,1,0,0,16,0,39,0,4
41421,Male,Hispanic,2005,43,Weapon,0,18,3,0,0,0,8,0,24,0,2
41422,Unknown,Hispanic,2005,43,Weapon,0,1,0,0,0,0,0,0,0,0,0
41423,Male,Other,2005,43,Weapon,0,0,0,0,0,0,0,0,1,0,0
41424,Male,White,2005,43,Weapon,0,4,0,0,0,0,3,0,6,0,0
2588,Male,Black,2005,44,Assault,0,0,0,0,0,0,0,0,2,0,0
2589,Male,Hispanic,2005,44,Assault,0,2,0,0,0,0,1,0,4,0,0
2590,Female,White,2005,44,Assault,0,1,0,0,0,0,0,0,1,0,0
9901,Male,Black,2005,44,Other,0,4,1,1,0,0,2,0,7,0,0
9902,Male,Hispanic,2005,44,Other,0,4,0,0,0,0,1,0,5,0,0
9903,Male,White,2005,44,Other,0,2,0,0,0,0,0,0,2,0,0
17282,Male,Black,2005,44,Substance,0,3,0,0,0,0,2,0,9,0,0
17283,Male,Hispanic,2005,44,Substance,0,2,1,0,0,0,0,0,4,0,0
17284,Unknown,Other,2005,44,Substance,0,1,0,0,0,0,2,0,2,0,0
17285,Female,White,2005,44,Substance,1,0,0,0,0,0,0,0,1,0,0
17286,Male,White,2005,44,Substance,3,0,0,0,0,0,0,0,3,0,0
25203,Female,Black,2005,44,Theft,0,0,0,0,0,0,0,0,3,0,0
25204,Male,Black,2005,44,Theft,2,26,4,2,0,0,3,0,37,0,0
25205,Male,Hispanic,2005,44,Theft,2,17,5,2,0,0,9,0,22,0,1
25206,Male,Other,2005,44,Theft,0,1,0,0,0,0,0,0,1,0,0
25207,Unknown,Other,2005,44,Theft,0,3,0,0,0,0,2,0,3,0,0
25208,Male,White,2005,44,Theft,0,1,0,0,0,0,0,0,1,0,0
34316,Male,Black,2005,44,Tresspass,0,5,0,0,0,0,1,0,12,0,0
34317,Male,Hispanic,2005,44,Tresspass,0,2,0,0,0,0,1,0,6,0,0
41548,Male,Black,2005,44,Weapon,0,37,3,0,0,2,7,0,43,0,0
41549,Male,Hispanic,2005,44,Weapon,2,22,3,5,0,0,10,0,25,0,0
41550,Male,White,2005,44,Weapon,0,1,0,0,0,0,1,0,0,0,1
2687,Male,Black,2005,45,Assault,0,1,0,0,0,0,0,0,1,0,0
2688,Male,Hispanic,2005,45,Assault,0,0,0,0,0,0,0,0,1,0,0
2689,Unknown,Other,2005,45,Assault,0,1,0,1,0,0,0,0,1,0,0
2690,Female,White,2005,45,Assault,0,0,0,0,0,0,0,0,1,0,0
10002,Unknown,Other,2005,45,Other,0,1,0,0,0,0,1,0,1,0,0
10003,Male,White,2005,45,Other,0,4,0,0,0,0,3,0,11,0,0
17394,Female,Black,2005,45,Substance,0,1,1,0,0,0,0,0,1,0,0
17395,Male,Black,2005,45,Substance,0,1,0,0,0,0,0,0,1,0,0
17396,Male,Hispanic,2005,45,Substance,0,1,1,1,0,0,1,0,1,0,0
17397,Male,White,2005,45,Substance,0,0,0,0,0,0,0,0,1,0,0
25327,Female,Black,2005,45,Theft,0,0,0,0,0,0,0,0,1,0,1
25328,Male,Black,2005,45,Theft,2,0,2,0,0,0,0,0,5,0,0
25329,Male,Hispanic,2005,45,Theft,1,3,1,1,0,0,0,0,5,0,0
25330,Male,Other,2005,45,Theft,1,1,1,0,0,0,0,0,1,0,0
25331,Male,White,2005,45,Theft,0,0,0,0,0,0,0,0,9,0,0
34422,Male,Black,2005,45,Tresspass,0,2,0,0,0,0,0,0,4,0,0
34423,Male,Hispanic,2005,45,Tresspass,0,2,1,1,0,0,0,0,2,0,0
41673,Male,Black,2005,45,Weapon,1,17,4,2,0,2,4,0,17,0,1
41674,Unknown,Black,2005,45,Weapon,0,3,0,0,0,0,0,0,3,0,0
41675,Male,Hispanic,2005,45,Weapon,0,3,0,0,0,0,1,0,3,0,0
41676,Unknown,Hispanic,2005,45,Weapon,0,2,0,0,0,0,0,0,2,0,0
41677,Male,Other,2005,45,Weapon,0,1,0,0,0,0,1,0,2,0,1
41678,Unknown,Other,2005,45,Weapon,0,1,0,0,0,0,1,0,2,0,0
41679,Female,White,2005,45,Weapon,0,0,0,0,0,0,0,0,1,0,0
41680,Male,White,2005,45,Weapon,0,8,0,0,0,2,5,0,8,0,3
2797,Male,Black,2005,46,Assault,0,2,0,0,0,0,1,0,2,0,0
2798,Male,Hispanic,2005,46,Assault,0,0,0,0,0,0,0,0,1,0,0
10104,Male,Black,2005,46,Other,0,1,0,0,0,0,0,0,4,0,0
10105,Female,Hispanic,2005,46,Other,0,0,0,0,0,0,0,0,1,0,0
10106,Male,Hispanic,2005,46,Other,0,2,0,0,0,0,0,0,5,0,0
10107,Male,White,2005,46,Other,0,3,0,0,0,0,2,0,3,0,0
17491,Male,Black,2005,46,Substance,0,6,0,0,0,0,0,0,7,0,0
17492,Male,Hispanic,2005,46,Substance,0,1,0,0,0,0,0,0,1,0,0
25460,Female,Black,2005,46,Theft,1,1,1,1,0,1,1,0,3,0,1
25461,Male,Black,2005,46,Theft,1,25,2,4,0,0,9,0,32,0,2
25462,Female,Hispanic,2005,46,Theft,0,0,0,0,0,0,0,0,1,0,0
25463,Male,Hispanic,2005,46,Theft,0,12,0,4,0,0,3,0,24,0,2
25464,Male,White,2005,46,Theft,0,2,1,0,0,0,0,0,2,0,0
34508,Male,Black,2005,46,Tresspass,1,2,1,0,0,0,0,0,4,0,0
34509,Male,Hispanic,2005,46,Tresspass,0,0,0,0,0,0,0,0,3,0,0
41798,Female,Black,2005,46,Weapon,0,0,0,0,0,0,0,0,0,0,0
41799,Male,Black,2005,46,Weapon,0,73,7,2,0,2,41,0,81,0,9
41800,Male,Hispanic,2005,46,Weapon,0,62,7,3,0,1,38,0,71,0,3
41801,Male,White,2005,46,Weapon,0,1,0,0,0,0,0,0,1,0,0
2885,Female,Black,2005,47,Assault,0,0,0,0,0,0,0,0,1,0,0
2886,Male,Black,2005,47,Assault,0,1,0,0,0,0,0,0,2,0,0
2887,Male,Hispanic,2005,47,Assault,0,2,0,0,0,0,1,0,2,0,0
2888,Male,Other,2005,47,Assault,0,1,0,0,0,0,1,0,1,0,0
