Game,GameDate,PlayerID,GroupID,Level,Order,Track,Car,Body,Engine,Tire,Finished,FinishTime,TopSpeedReached,TimeTo30,TimeTo60,TimeTo100,CheckPoint1,CheckPoint2,CheckPoint3,TimeOnTrack,TimeOffTrack,Mass,Drag,Traction,FullTorqueOverAllWheel,TopSpeed,TireRadius,Variable1,Variable2,Variable3
375,8/27/2019 12:06,573156,Sample2,Paired,8,OvalTrack,27,Gauss,Gauss,Gauss,1,22.53,79.46,4.84,11.6,-1,9.85,15.05,20.45,22.1,0.43,1700,0.05,1,2150,150,0.37,NA,NA,NA
376,8/27/2019 12:06,573156,Sample2,Paired,3,OvalTrack,27,Gauss,Gauss,Gauss,1,22.6,78.16,4.65,11.38,-1,9.64,14.85,20.36,21.94,0.65,1700,0.05,1,2150,150,0.37,NA,NA,NA
377,8/27/2019 12:06,champion,Sample2,Paired,27,OvalTrack,27,Gauss,Gauss,Gauss,1,22.62,76.37,4.64,11.42,-1,9.79,15.11,20.64,22.24,0.38,1700,0.05,1,2150,150,0.37,NA,NA,NA
378,8/27/2019 12:17,573156,Sample2,Paired,16,OvalTrack,27,Gauss,Gauss,Gauss,1,22.63,79.15,4.68,11.39,-1,9.76,15.03,20.43,22.03,0.6,1700,0.05,1,2150,150,0.37,NA,NA,NA
379,8/27/2019 12:06,573156,Sample2,Paired,7,OvalTrack,27,Gauss,Gauss,Gauss,1,22.65,78.84,4.64,11.43,-1,9.75,14.99,20.5,22.05,0.59,1700,0.05,1,2150,150,0.37,NA,NA,NA
380,8/27/2019 12:06,m,Sample2,Paired,24,OvalTrack,27,Gauss,Gauss,Gauss,1,22.75,78.44,4.67,11.39,-1,9.69,14.98,20.63,22.17,0.57,1700,0.05,1,2150,150,0.37,NA,NA,NA
381,8/27/2019 12:06,573156,Sample2,Paired,18,OvalTrack,1,Bayes,Bayes,Bayes,1,22.83,69.64,4.24,13.54,-1,9.41,15.11,20.79,22.83,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
382,8/27/2019 12:07,jacobbolling,Sample2,Paired,4,OvalTrack,1,Bayes,Bayes,Bayes,1,22.87,69.58,4.25,13.65,-1,-0.1,-0.1,-0.1,22.87,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
383,8/27/2019 12:07,m,Sample2,Paired,17,OvalTrack,1,Bayes,Bayes,Bayes,1,22.91,69.61,4.25,13.7,-1,9.47,15.24,20.87,22.91,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
384,8/27/2019 12:07,m,Sample2,Paired,15,OvalTrack,1,Bayes,Bayes,Bayes,1,22.99,69.77,4.25,13.61,-1,9.49,15.24,20.94,22.99,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
385,8/27/2019 12:17,573156,Sample2,Paired,21,OvalTrack,1,Bayes,Bayes,Bayes,1,23.03,69.57,4.28,13.64,-1,9.51,15.23,20.98,23.03,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
386,8/27/2019 12:07,573156,Sample2,Paired,13,OvalTrack,1,Bayes,Bayes,Bayes,1,23.05,69.03,4.26,13.78,-1,9.48,15.26,20.98,23.05,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
387,8/27/2019 12:07,m,Sample2,Paired,13,OvalTrack,1,Bayes,Bayes,Bayes,1,23.06,69.73,4.26,13.6,-1,9.5,15.22,21.01,23.06,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
388,8/27/2019 12:07,m,Sample2,Paired,14,OvalTrack,1,Bayes,Bayes,Bayes,1,23.06,69.66,4.29,13.63,-1,9.53,15.27,21.02,23.06,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
389,8/27/2019 12:07,573156,Sample2,Paired,9,OvalTrack,1,Bayes,Bayes,Bayes,1,23.06,69.5,4.26,13.71,-1,9.51,15.26,21.01,23.06,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
390,8/27/2019 12:07,573156,Sample2,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,23.08,69.61,4.39,13.76,-1,9.58,15.33,21.03,23.08,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
391,8/27/2019 12:07,champion,Sample2,Paired,25,OvalTrack,1,Bayes,Bayes,Bayes,1,23.1,69.56,4.23,13.74,-1,9.51,15.32,21.07,23.1,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
392,8/27/2019 12:07,ethan,Sample2,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,23.1,69.94,4.26,13.56,-1,-0.1,-0.1,-0.1,23.1,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
393,8/27/2019 12:08,swimit,Sample2,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,23.1,69.85,4.24,13.57,-1,9.59,15.42,21.07,23.1,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
394,8/27/2019 12:08,573156,Sample2,Paired,17,OvalTrack,1,Bayes,Bayes,Bayes,1,23.11,69.37,4.26,13.58,-1,9.43,15.18,21.06,23.11,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
395,8/27/2019 12:08,573156,Sample2,Paired,10,OvalTrack,1,Bayes,Bayes,Bayes,1,23.16,69.19,4.28,13.69,-1,9.49,15.28,21.09,23.16,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
396,8/27/2019 12:08,m,Sample2,Paired,16,OvalTrack,1,Bayes,Bayes,Bayes,1,23.17,69.63,4.25,13.64,-1,9.45,15.21,21.16,23.17,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
397,8/27/2019 12:08,champion,Sample2,Paired,22,OvalTrack,1,Bayes,Bayes,Bayes,1,23.2,69.19,4.24,13.62,-1,9.57,15.36,21.15,23.2,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
398,8/27/2019 12:18,donkey,Sample2,Paired,5,OvalTrack,1,Bayes,Bayes,Bayes,1,23.27,69.52,4.25,13.66,-1,9.61,15.35,21.23,23.27,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
399,8/27/2019 12:08,573156,Sample2,Paired,6,OvalTrack,1,Bayes,Bayes,Bayes,1,23.3,69.06,4.41,13.79,-1,9.66,15.46,21.24,23.3,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
400,8/27/2019 12:08,573156,Sample2,Paired,14,OvalTrack,1,Bayes,Bayes,Bayes,1,23.31,69.6,4.24,13.61,-1,9.49,15.29,21.26,23.31,0,1500,0.11,1,2500,150,0.4,NA,NA,NA
